symboling,normalized-losses,make,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,horsepower-binned,diesel,gas,Reviews,Sentiment
3,150,mazda,std,two,hatchback,rwd,front,95.3,0.812109563,0.9125,49.6,2385,rotor,two,70,4bbl,3.329751244,,9.4,101,6000,17,23,13645,13.82352941,Low,0,1,"Xli gives12 to 13 km in city and 14 15 km on highway per liter, seating capacity is also good and can comfortably seat 4 5 persons , Electronic power steering is awesome however the car does roll on turns and vibrates over 100 which is unpleasant , it can do 0 to 100 in 16 seconds which is OK and feels fast but braking is quiet a big issue ground clearance is good but does hit ground when there are 4 passengers lack of power mirrors and windows is appalling but overall for 12 13 lac i believe it is a much better option than City Cultus and is economical than Swift considering you drive below 75kmh because it just doesnt stop. ????  More ",Positive
3,150,mazda,std,two,hatchback,rwd,front,95.3,0.812109563,0.9125,49.6,2500,rotor,two,80,mpfi,3.329751244,,9.4,135,6000,16,23,15645,14.6875,Medium,0,1,"Exterior is awesome , I previously used GLI and city yaris is more comfortable the both. Fuel efficient car best fuel economy. smooth suspension comfortable ride value for money. performance is awesome . Ac is very good, I drove 6000 km totally satisfied with drive and built quality.",Negative
1,129,mazda,std,two,hatchback,fwd,front,98.8,0.854396925,0.923611111,53.7,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,8845,9.038461538,Low,0,1,"Vezel is too good in terms of drive quality, economy of fuel and resale value of money,rumours about its transmission issues are totally baseless, very rough and tough crossover for off roading as well, i have used in for 2 years and car VSA saved me with family on motorway after blasting of tyre, very safe with 8 airbags, 6 in front, 2 at rear, with safety features of honda sensing",Neutral
0,115,mazda,std,four,sedan,fwd,front,98.8,0.854396925,0.923611111,55.5,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,8495,9.038461538,Low,0,1,In comparison of toyota land cruiser or a audi e tron it don't stand a chance in comparison of them it's price is too much for what they are giving hyundai santa fe price should be something under 10 million according to it's features and shape I would recommend a lc or audi q7 ,Negative
1,129,mazda,std,two,hatchback,fwd,front,98.8,0.854396925,0.923611111,53.7,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,10595,9.038461538,Low,0,1,"Exterior of car gives a luxury as well as sporty look.Better for off-roading than sportage. Owned this car in 2018.""GREAT EXPERIENCE"" In August 2020 i bought Kia Sportage AWD. Such a bad experience after paying 6M Vitara comes with a 1.6L vvt engine which truly competes 2.0L engine of sportage or tucson.Parts are easily available at very low prices as compared to Tucson.Moreover car has exellent safety features like 7airbags.Yet interior of car gives an average look but better as compared to the interior of Sportage. Excellent Panoramic sunroof .No water leakage issue like panoramic sunroof of Sportage. Good fuel economy.12-13.5 with AC in city and 14-15 on long . Excellent and comfortable suspension. Very large boot space. Best pick and acceleration ever in 1.6L.Outstanding performance and ground clearance you don't have to worry on any speed breaker. At last i would like to say that Suzuki Vitara GLX 4X4 is an excellent compact SUV in luxuries as well as sports and off roading. More ",Positive
0,115,mazda,std,four,sedan,fwd,front,98.8,0.854396925,0.923611111,55.5,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,10245,9.038461538,Low,0,1,"I was using City 2018 previously and I shifted from City to Yaris due to its excellent features like push start, digital climate control , air bags and DRLs as compared to City 1.5 aspire its a complete package and the driving comfort is extremely good and the sports mode is really affective .",Neutral
0,122,mazda,std,four,sedan,fwd,front,98.8,0.854396925,0.923611111,55.5,2443,ohc,four,122,idi,3.39,3.39,22.7,64,4650,36,42,10795,6.527777778,Low,1,0,"Grande is no doubt a stylish, fuel efficient car with nice twin tone interior. Yet, if ur a person who is looking for a comfortable car with nice, soft body cuts / shape seats then Grande is a BIG NO. Its seats are hard as a plank with no spine / back convex. Its so called leather seats are way too hard. Even fabric seat of Pakistani WagonR are more soft which is approximately 3 times cheaper than the 4.1 million car.",Positive
0,115,mazda,std,four,hatchback,fwd,front,98.8,0.854396925,0.923611111,55.5,2425,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,11245,9.038461538,Low,0,1,"It is among the best cars ever made in Pakistan. We have bought this car in 2003 from toyota walton motors as a 0 meter and its been 17 years to that car and still looks better than many other cars. This car is very spacious and the engine technology, 16 valve EFI, Z-gen twin cam engine, was firstly introduced in this car and thos is the reason that it is giving 13 km/l in city and about 18km/l on highways or long routes even after 17 years. We have taken it to kunjerab 2 times and till naran 10-12 times and its performance is perfect. I am totally impressed with this car and this car is now of 14 lakh rupees, while we had bought it for only 10 lakhs. I would genuinely recommend thi car to any one findin a car below 1.5 million. More ",Negative
0,118,mazda,std,four,sedan,rwd,front,104.9,0.840941855,0.918055556,54.4,2670,ohc,four,140,mpfi,3.76,3.16,8,120,5000,19,27,18280,12.36842105,Medium,0,1,"Honda city is a very good looking and out class vehicle, and because of that, it is successful from years. We have bought this car for family of 6 mebers and the interior space is also very reasonable. I am impressed with the performance and parts availability is also good. It is a good car and reliable to buy, I would recommend it to any one finding a respectable and nice ride within price budged below 3 million.",Neutral
0,122,mazda,std,four,sedan,rwd,front,104.9,0.840941855,0.918055556,54.4,2700,ohc,four,134,idi,3.43,3.64,22,72,4200,31,39,18344,7.580645161,Low,1,0,Awesome Exterior Stylish Look Fuel economy in city 14 km per liter on motorway with AC 18.5 km per liter I how it improves over time great suspension the interior is like a modern superb luxury car Pick is great. It sprints quickly 0-100Km in 12 sec Recently shifted from Suzuki Cultus to Kia Picanto. I think I made the right decision. It has many features which are not available with its competitors in local market.,Negative
-1,93,mercedes-benz,turbo,four,sedan,rwd,front,110,0.917347429,0.976388889,56.5,3515,ohc,five,183,idi,3.58,3.64,21.5,123,4350,22,25,25552,10.68181818,Medium,1,0,"I am having Suzuki every for the last two years, self import and 4.5grade at that time. Really satisfied with it's performance. No match with Pakistani option. Better than all small cars in which if you have relatively big family you have to compromise but this vehicle gives ample space for every one. Also very good AC and pick. Brakes are very good. I am really satisfied with this purchase.",Negative
-1,93,mercedes-benz,turbo,four,wagon,rwd,front,110,0.917347429,0.976388889,58.7,3750,ohc,five,183,idi,3.58,3.64,21.5,123,4350,22,25,28248,10.68181818,Medium,1,0,I have nissan dayz simple 2016 model. Exterior outclass. Bht zabrdast sitting capacity hai pichli sitting bht zayada hai luxury feeling ati hi.fuel avg in city 15-16 not bad with ac without ac long route 21- 22 avg jo me ne nikali hi abi tk. sb se jo buri baat hai nissan dayz me iski pick ni achi overatake krte waqt bht tension hojati hai lekin gear k sth jo button hota use press krlo tu speed ka option ajata economy leaf chlee jate hai meter se or gari full power me ajati hi ?baki overall good car.,Positive
0,93,mercedes-benz,turbo,two,hardtop,rwd,front,106.7,0.90100913,0.976388889,54.9,3495,ohc,five,183,idi,3.58,3.64,21.5,123,4350,22,25,28176,10.68181818,Medium,1,0,"I used to own this car, I sold it because it is not good at 4x4 off road capability and slips over ice,mud,water and slippery areas. car is good and a luxury one. But I have noticed it's handling is not Also good. it is very expensive car; better to buy Prado. ",Positive
-1,93,mercedes-benz,turbo,four,sedan,rwd,front,115.6,0.973570399,0.995833333,56.3,3770,ohc,five,183,idi,3.58,3.64,21.5,123,4350,22,25,31600,10.68181818,Medium,1,0,I own this car this nice car but fuel everg is so lo in 1 liter the gives 7 km car comfert is so nice but interior is not good but exterior is so amazing I like this because of interior power ctaring have not multi media control or baraks are so lo car don't have ABS my last word is the car price is 12 lahk,Neutral
-1,122,mercedes-benz,std,four,sedan,rwd,front,115.6,0.973570399,0.995833333,56.5,3740,ohcv,eight,234,mpfi,3.46,3.1,8.3,155,4750,16,18,34184,14.6875,Medium,0,1,"I am owning both cars and can tell which car is better. Lets first describe pros of civic. 1-Much comfortable for persons above 6ft 2-Have higher acceleration at high speed 3-Much better drive+grip than corolla. 4-Have many hidden features which impressed me alot eg. if you forget to turn off the lights, they will automatically turn off after a few minutes and also 3 times indicator blinking which help in changing lanes and much more 5-being a music enthusiast civic speakers are much better than corolla. I have adjusted every settings of speakers in corolla but cant get good bass  Pros of corolla 1-Much better build quality 2-Bigger boot space 3-Greater pick than civic 4-Have more features than civic eg. led lights and more.(civic 2017 did not have led lights) 5-soft cushioning but is not comfortable for people with 6ft(including me) 6-Imported tyers.  Personally I like both of these cars as both of these cars have pros and cons so its hard to decide.  More ",Positive
3,142,mercedes-benz,std,two,convertible,rwd,front,96.6,0.86641038,0.979166667,50.8,3685,ohcv,eight,234,mpfi,3.46,3.1,8.3,155,4750,16,18,35056,14.6875,Medium,0,1,"We Pakistani go for looks, that why getting dynamically designed chrome grill each year. Salute to Pak Honda R&D Team. Poor cabin noise management. It seems like half of the items from the vehicle are taken off, so that honda can given them afterwards as added features like naked trunks lid, battery covers etc. Spares are expensive although the car is in market for last 10 years. Shark Fin Antenna is a sure beauty which gives a feeling of premium quality.",Positive
0,122,mercedes-benz,std,four,sedan,rwd,front,120.9,1,0.995833333,56.7,3900,ohcv,eight,308,mpfi,3.8,3.35,8,184,4500,14,16,40960,16.78571429,High,0,1,"Having a Japanese version, Pakistan Suzuki should have given a thought about giving options in the vehicle. But may Allah give them guidance. Engine provide good fuel economy. Good for Urban drive. Highly overpriced. Relativey cheaper plastic been used in interior. Assembly of vehicle still needs improvement.",Positive
1,122,mercedes-benz,std,two,hardtop,rwd,front,112,0.9572321,1,55.4,3715,ohcv,eight,304,mpfi,3.8,3.35,8,184,4500,14,16,45400,16.78571429,High,0,1,"Pathetic instrument panel design, looks like somebody has placed a cupboard in front of your face. Sitting space is fine. 1300cc engine is not optimal to size of vehicle which effects overall performance. For automatic version, its further worst. Vehicle stability is questionable. Company fitted tyres quality is pathetic. Selling hot just for agressive looks & wide face. Lacks the safety features. ",Neutral
1,122,mercury,turbo,two,hatchback,rwd,front,102.7,0.857280154,0.944444444,54.8,2910,ohc,four,140,mpfi,3.78,3.12,8,175,5000,19,24,16503,12.36842105,High,0,1,"Exterior of the car is sporty . Interior of the car is sophisticated with beige color and very roomy . Great pick-up , smooth ride , comfortable seats , good leg room and head room . Handling and abs brakes are also appreciable of this car . Body of the car is solid and body strength is far better than any other model . The only bad thing about this car is it's stiff suspension and fuel economy . It gives 9-10 km/l in city and on highway 12-13 km/l .",Positive
2,161,mitsubishi,std,two,hatchback,fwd,front,93.7,0.755886593,0.894444444,50.8,1918,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500,37,41,5389,6.351351351,Low,0,1,"Exterior of the car is quite aggressive and beautiful . Whereas , interior is very sophisticated and the build quality is average . Ac is the best part of this car and even work above 40 degrees centigrade . Large boot space , for traveling on longer routes . Fuel of this car is 16km/ l in city with ac and on long routes 18-20 . Brakes and handling is average . Pick-up is also good . The only bad thing about this car is it's hard suspension and it loses road grip above 120 km/h ",Positive
2,161,mitsubishi,std,two,hatchback,fwd,front,93.7,0.755886593,0.894444444,50.8,1944,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500,31,38,6189,7.580645161,Low,0,1,"Pros: * Excellent ground clearance of 220 mm and an excellent submersion height of 60 mm make this car ideal for dealing with heavy rains and bad roads. * Excellent styling - looks like a smaller Fortuner. * Reasonable good tech - a very good Kenwood audio headset supporting CarPlay and Android Auto, automatic headlights, multiple power ports, great steering controls of audio headset. * 7 seater.  Cons * Lack of a 4th gear makes this car a horrible experience on the highway. The engine noise becomes very annoying once you start going above 100 km/hr. * The price in Pakistan is ridiculously high. Regionally, this car competes with Mitsubishi Expander and Honda BR-V where the price of all three is within a narrow range. In Pakistan, Toyota Rush is priced so extremely high which is, in my personal opinion, the SOLE reason for its failure in this market. Otherwise, it would have easily been far more successful than the BR-V if it had been priced closer to BR-V's price. More ",Positive
2,161,mitsubishi,std,two,hatchback,fwd,front,93.7,0.755886593,0.894444444,50.8,2004,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500,31,38,6669,7.580645161,Low,0,1,"Really beautiful exterior better then city and ciaz Excellent fuel average excellent suspension best features - CSC,TC,Hill assist (these features are not provided in Any sedan in pakistan today) Additional : Airbags, ABS Drive is comfortable then corolla. value for money. ",Positive
1,161,mitsubishi,turbo,two,hatchback,fwd,front,93,0.755886593,0.886111111,50.8,2145,ohc,four,98,spdi,3.03,3.39,7.6,102,5500,24,30,7689,9.791666667,Medium,0,1,Very thing is good as we know this is 2005 model and this xar have more advanced fuction then todays civic fully automatic back shade and head rest dual climate control on back and front bothI am a imported lover but before this i bought civic 2013 model worst experience then i bought this in budget of 28 no compitition is tere,Neutral
3,153,mitsubishi,turbo,two,hatchback,fwd,front,96.3,0.831331091,0.908333333,49.4,2370,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9959,10.2173913,Medium,0,1,"Beautiful exterior, back lights & break lamp gives awsome look of back but its single headlights are not so good so its average from front. Many features like, airbags, traction control, cruise control, adjustable headlights, rear view camera, stereo system with bluetooth connectivity & much more Leatheroid Seats are very comfortable and give luxury feelings and good look of interior Cruise control buttons in steering wheel Good space for front passangers as well as for back passangers & back trunk space is also very large Fuel economy is good from its previous model, because its semi-hybrid car and gives almost 11-14 km/l local with ac and 15-17 km/l long with ac Ride quality is awsome, very less outer sound effect, good road grip, breaking system and handling Its very awsome car in this budget, luxury features are value to money, there's only one fault in this model that when car gets hot and you've fully loaded this car and climbing this car leaves the power More ",Positive
3,153,mitsubishi,std,two,hatchback,fwd,front,96.3,0.831331091,0.908333333,49.4,2328,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,8499,9.4,Low,0,1,"Exterior: Gives a rather aggressive look especially with daylights on.  Interior: Ok-ish. Although there's nothing wrong, but the blue and black tone is bit dull. I've got the sportage as well and KIA's red and black tone interior looks much better.  Safety: 2 airbags in a 5 million car range? Was expecting more.  Features: Electronic seats, huge android 'mercedes' type display unit, extended vision on turns in head lamps definitely outdoes it than any other car in this range of cars. oh, and a spare allow rim tire as well (y).  Ride Quality & Handling: It literally has the same engine as the KIA sportage, same outlook, even the same roar when you gas it up (great sport mode acceleration). Handling and road grip is definitely better than KIA for some unknown reason. None the less, it is definitely a great car to drive in the 5 Million PKR range.  Fuel Economy: Around 10 km/l. Again, Ok-ish.  Final Words: I would rate it just slightly better than KIA.  More ",Negative
3,122,mitsubishi,turbo,two,hatchback,fwd,front,95.9,0.832292167,0.920833333,50.2,2833,ohc,four,156,spdi,3.58,3.86,7,145,5000,19,24,12629,12.36842105,Medium,0,1,Modern look power steering power window and much more future fuel average in 15 to 18 km Smooth drive comfortable seats led and digital speedometer after sales service good karachi prince motor staff very comparative and instantly resolve your issue in starting i have facing some problem they solve like gear shifting hard ,Negative
3,122,mitsubishi,turbo,two,hatchback,fwd,front,95.9,0.832292167,0.920833333,50.2,2921,ohc,four,156,spdi,3.59,3.86,7,145,5000,19,24,14869,12.36842105,Medium,0,1,awesome style simple beauty very very comfortable suspension and my all time favorite indus Corolla It's been seven years since I've had this car & I like it very much.... interior exterior very well diesel engine is better than petrol engine... fuel economy + performance + value for money....,Neutral
3,122,mitsubishi,turbo,two,hatchback,fwd,front,95.9,0.832292167,0.920833333,50.2,2926,ohc,four,156,spdi,3.59,3.86,7,145,5000,19,24,14489,12.36842105,Medium,0,1,pretty good experience outstanding vehicle ride and one of the best vehicle in AWD category in Pakistan but (diesel engine VS petrol engine) i think my little bit experience say diesel engine is better than petrol engine..... comfort + fuel economy + performance + value for money......etc. ,Negative
1,125,mitsubishi,std,four,sedan,fwd,front,96.3,0.828447862,0.908333333,51.6,2365,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,6989,9.4,Low,0,1,I also have Honda City auto 1.3 it's fuel average to bad in city drive slowly it's give you 7 to 8 and in long like highway it's give you 10 to 11 comfort level too bad you to tired while after drive exterior interior just ok the car and now price I must say don't buy this now when the price are reasonable around 20 lacs it's enough but now it's not ,Negative
1,125,mitsubishi,std,four,sedan,fwd,front,96.3,0.828447862,0.908333333,51.6,2405,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,8189,9.4,Low,0,1,"I have had this car for over a week now and i am certainly satisfied except for a few things. 1. Trunk space is too low, could have increased the size a bit. 2. back leg room is low is front seats are slid way back otherwise it is comfortable. 3. after driving for more than 400km the fuel average i got is 10-11 in city and 13-14 long with ac but have heard it is will increase after a few thousand km.  Overall, a great addition to market and way better than the shit product provided by suzuki (cultus, wagonr).",Neutral
1,125,mitsubishi,turbo,four,sedan,fwd,front,96.3,0.828447862,0.908333333,51.6,2403,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9279,10.2173913,Medium,0,1,i have a suzuki mehran 2006 model and it runs perfectly well even though after 14 years of running thus car is still running its acceleration is quite impressive if you press the accelerator a little harder it is also very cheap to maintain as its parts are easily avalible but because it is very old its fuel consumption has increased it only makes 9 to 10 km a litre but still its a grrat buy,Negative
-1,137,mitsubishi,std,four,sedan,fwd,front,96.3,0.828447862,0.908333333,51.6,2403,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9279,10.2173913,Medium,0,1,sports mode of driving just owsum very good interior ???? external look is best value for money sound system is also mind-blowing suspension is very good projector headlights are best each and every thing is in best design there is no match in this range to this car superb SUV. drive is just like big suvs. ,Negative
1,128,nissan,std,two,sedan,fwd,front,94.5,0.794329649,0.886111111,54.5,1889,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,5499,7.580645161,Low,0,1,"This variant had fog lamps, side skirts, door panels, paint matching door handle powered side mirrors and 5 spoke alloy rims.Interior had two tones, wooden style panels, Single Air bag, digital clock and arm rest and powered windows.This car was equiped with 1.8 VVT I engine with 140 hp at 6400 rpms which is good and has an economy of 9km/l in city and 14km/l on longSuspension is soft and comfortable.Negative is that this engine consumes engine oil",Negative
1,128,nissan,std,two,sedan,fwd,front,94.5,0.794329649,0.886111111,54.5,2017,ohc,four,103,idi,2.99,3.47,21.9,55,4800,45,50,7099,5.222222222,Low,1,0,All in one. Best car ever. Always recommended. Very comfortable very stylish. Value of money. Peace of mind. 8 air bags. Very spacious. Many Standard Active Safety Features. Good Front and Side Visibility. Responsive Steering. still holding onto one of the top spots for hybrid sales due to its emphasis on fuel efficiency.,Neutral
1,128,nissan,std,two,sedan,fwd,front,94.5,0.794329649,0.886111111,54.5,1918,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,6649,7.580645161,Low,0,1,"every thing is good but really disappointed by feul economy it's the king of All SUVS in Pakistan in range of 50 million to 60 millions , you should buy this instead of lx 570 or cruiser .............................................................................................................................. ",Negative
1,122,nissan,std,four,sedan,fwd,front,94.5,0.794329649,0.886111111,54.5,1938,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,6849,7.580645161,Low,0,1,"As far as the exterior styling is concerned the looks of the car are reasonably good, but I miss features like projector lamps and DRLs that come in some other 660 cars of the same year.  Interior looks average, but gets the job done nicely. AC is really good for a 660cc car The Seating capacity is for 4, with immense amount of leg space for front and back passengers. Quality of seats is good but you cannot comfortably take this car on long drives, as you will fatigue quickly bcoz the seat cushioning is very little.  The USP of this car is its Economy, I mostly drive on ring road and it gives around 23 km/L on AC with light foot.  Ride quality is above average, but it has a stiff suspension Handling is excellent, even on higher speeds it never feels that car is out of control even on sharp turns  Overall it is a good car for families to commute in city with excellent fuel economy and overall comfortable experience. More ",Negative
1,103,nissan,std,four,wagon,fwd,front,94.5,0.817876021,0.886111111,53.5,2024,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7349,7.580645161,Low,0,1,Exrerior Average Interior also average Less room space only 2 person can sit on back seat back seat is comfortable as compare to front seats arm rest is at worst place Drive is not as good as toyota corolla suspenion is also average car is light weight ,Negative
1,128,nissan,std,two,sedan,fwd,front,94.5,0.794329649,0.886111111,54.5,1951,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7299,7.580645161,Low,0,1,new Exterior like new than Zero condtuon full oower Ist owmer just buy and drive 1 hand use 35000 Km Drive chaska Party stay away plese and Full modeifed Exterior Leather saet fuel avg in City 7 and long 9     Origenl  ,Negative
1,128,nissan,std,two,hatchback,fwd,front,94.5,0.795771264,0.886111111,53.3,2028,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7799,7.580645161,Low,0,1,best car in its league better than all the local competitors same as wagon r of this model fully loaded gives fuel average 15+ in city20+ on long route best in a budget of 12 lack fully loaded a satisfied user comfort is also very good any body who want fuel average buy this particular car,Neutral
1,122,nissan,std,four,sedan,fwd,front,94.5,0.794329649,0.886111111,54.5,1971,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7499,7.580645161,Low,0,1,"Exterior design was so good and also very hard body I like it very much... The interior desion was very modern of its time , Its fully loaded variant which I have recently. The variant which I have is totally genuine in LUSHING condition. It s comfort level well not so well but also good . My variant is not underpowered ... It have amazing pick with fully powered of its engine.. I have my car in lushing condition totally... ",Negative
1,103,nissan,std,four,wagon,fwd,front,94.5,0.817876021,0.886111111,53.5,2037,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7999,7.580645161,Low,0,1,"best car in the budget of 15 to16 lackhs value for money best for the person who does not care about fuel average every thing is good except fuel average performnce and comfort of this car is outstanding ,owned a rebirth before but reborn is better",Negative
2,168,nissan,std,two,hardtop,fwd,front,95.1,0.780394041,0.886111111,53.3,2008,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,8249,7.580645161,Low,0,1,"I have a Toyota corolla gli manual that is a pretty much good car. has a good fuel economy when drive with care, has a good a/c through and is more capable for a person who is looking for a family car. For me this is a brilliant car I love it's drive. I have also owned a Honda city as well but this car is much much better than the Honda city.",Neutral
0,106,nissan,std,four,hatchback,fwd,front,97.2,0.833253244,0.905555556,54.7,2324,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200,27,34,8949,8.703703704,Low,0,1,"Suzuki Swift has very good interior but has total interior in plastic but we cannot expect any more from suzuki in Pakistan. Suzuki Swift Exterior is not much slim but looks like a flat car. It does not look any type of sporty car. From outside the car looks like it has a 660cc engine. In Interior, It does not have very much leg space and front room looks very bulky because of 1300cc engine. As far as the back room is concerned if the front seats are at medium position then their will be an sufficient space for people sitting in the back. The trunk is not too much spacious but it has reclining seats so if you want to load something you can easily recline the seats. I think that anyone should not buy applied for suzuki swift because of their price. You can get a very better used sedan in that price range. Buying Suzuki Swift for your daily driver is recommended but not on long drive. Thankyou. More ",Negative
0,106,nissan,std,four,sedan,fwd,front,97.2,0.833253244,0.905555556,54.7,2302,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200,27,34,9549,8.703703704,Low,0,1,"pathetic fuel avg, lot of engine noise and vibration, streeing vibrtaion, airlock in fuel tank, gears are very hard, poor service at dealership, untrained staff at dealership, dashboard vibration. driven 3000 plus kilometers and experiencing really bad vibration from engine and dashboard as well. mechanics at dealership cannot resolve any of the problems as they dont know the solution because they are not trained.  overall really bad experience so far.",Negative
0,128,nissan,std,four,sedan,fwd,front,100.4,0.873137914,0.923611111,55.1,3095,ohcv,six,181,mpfi,3.43,3.27,9,152,5200,17,22,13499,13.82352941,Medium,0,1,exterior id awesome just backlights are not enough beautiful  FUEL AVERAGE IS ALSO GOOD 21 KM/ PER LITR  INTERIOR is SO beautiful  Wheels are not good some rickshaw tires are installed should make it better I impressed with paint and body quality ,Positive
0,108,nissan,std,four,wagon,fwd,front,100.4,0.887073522,0.923611111,56.1,3296,ohcv,six,181,mpfi,3.43,3.27,9,152,5200,17,22,14399,13.82352941,Medium,0,1,body shape is very good 660cc turbo engine can give good ride but fuel economy is not gud over all car material is also gud plus point is 4x4 mode from which car cannot stuck in mud and water overall car is very good but resale value is not gud.i have owned this car from around 3 months i realize that this car give me comfort like a luxury car but because of 660cc engine it cannot go on long route easily engine is 660cc but it gives more power as 1000cc car ,Positive
0,108,nissan,std,four,sedan,fwd,front,100.4,0.887073522,0.923611111,55.1,3060,ohcv,six,181,mpfi,3.43,3.27,9,152,5200,19,25,13499,12.36842105,Medium,0,1,"The exterior is fabulous and outstanding, the agressive head lights makes the car look elegant and respectable. The Sportage's front is trash ???? (no offence).  The interior is ""a ok"", do agree that Sportage's is better but no way is this worse than it, the 10.1 inch display makes the interior look better. Spaciousness wise both cars are the same.  I am a Civic owner and when the Tucson launched, I wanted to see if this car is really for me? The main reason I bought it was the space in the cabin that it provides and space is another luxury . If you're a sedan owner and have the budget to upgrade please do so, you would never ever regret your decision.  More ",Neutral
3,194,nissan,std,two,hatchback,rwd,front,91.3,0.820278712,0.943055556,49.7,3071,ohcv,six,181,mpfi,3.43,3.27,9,160,5200,19,25,17199,12.36842105,High,0,1,"exterior of this car is elegant . but the signature front grill is some what controversial. this is third generation of mercedes gls class this is considered a competitor of BMW X7. the multi beam LED headlamp system with total 112 LED bulbs per head lamp are fitted along with DRLs  also this car has many engine options e.g 3.0 and 4.0 litres and v8 engines . this car does not have split tail gate.the car has a 9 speed automatic 9G tronic gaear box. company calims it to be an S class of SUVs. overall, in my opinion the BMW X7 is better than this mercedes GLS  More ",Positive
3,194,nissan,turbo,two,hatchback,rwd,front,91.3,0.820278712,0.943055556,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200,5200,17,23,19699,13.82352941,High,0,1,"Completed 3 years and 40000km. Exterior is a personal choice. Front/rear fog lights and adjustable headlamps deserve a mention. Car is most comfortable and spacious in its league. Performance is outclass. Engine response, power, braking is perfect. I have driven it in all sorts of terrains. Car feels much stable and in control even at 160km/h. Maintenance cost is low, no big issue till now. Mileage is 12-13 in city, 16-18 on long, 14-14.5 at speeds above 120km/h. AC performance is good. Plastic parts tend to squeak with time. Safety features include 2 airbags, ABS, EBD, door crash beams, crumple zones, fireproof plastic, pretensioners. Resale is growing. Only problem is with cabin insulation. You do feel wind noise at high speeds plus general road noise at rough roads despite additional rubbers. Car is 100% value for money. Improved plastic quality, branded audio unit, larger fuel tank and good cabin insulation would be better More ",Positive
1,231,nissan,std,two,hatchback,rwd,front,99.2,0.857760692,0.943055556,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,9,160,5200,19,25,18399,12.36842105,High,0,1,"This is the worst version of civic I had found, I am using civic since 1995, but this Civic 2018 is worst ....all body interior is mostly local production and claimed twice and not found B but... D class, on 15000KM I complain against steering then on 35,000 KM complaint about AC. I put the cruise on 130KM on M2 and while passing through Kallar Kahar it auto accelerate the engine to maintain 130KM/H and all sensors had down and the engine stopped working. I put this brand new car on truck and back to LHR from Kalar Kahhar where they just check up on the machine and reset all sensor so the car starts functional normally.  I have evidence if someone needs any information most welcome but this is not worth against you spending but the only Shape is WOW and nothing else.  Now I switched to Honda Vezzel 2015 and the excellent experience & decision I had made.  More ",Positive
0,161,peugot,std,four,sedan,rwd,front,107.9,0.897164825,0.95,56.7,3020,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,11900,12.36842105,Low,0,1,"Excellent car, I switched from Honda Civic 2018 and very afraid because I never have driven Japanese car but I found this is an excellent experience, I mean its pick is like WOW.... feel of Civic Turbo, the economy is excellent front sensors activate ABS this is an excellent feature. ",Neutral
0,161,peugot,turbo,four,sedan,rwd,front,107.9,0.897164825,0.95,56.7,3197,l,four,152,idi,3.7,3.52,21,95,4150,28,33,13200,8.392857143,Low,1,0,Beautiful exterior Best fuel average Best road grip Best features and this car is value for money Modern technology thousands time better then old GLI and XLI best car in this price range shape is excellent and modern engine performance is best excellent comfort level   ,Positive
